dim,value,model,n,mae,rmse,wape,bias,bias_pct,sum_actual,sum_forecast
kind,handicap,ema,3235,835.7148982998455,1180.5979784831995,0.3364091731110253,-51.7270714064915,-0.02082224614484418,8036456.53,7869119.454
kind,handicap,persist,3235,925.2763400309119,1304.2234381176625,0.3724612892294211,-10.041112828438957,-0.004041955540821041,8036456.53,8003973.529999999
kind,totals,ema,8100,873.2965407407409,1220.136763930551,0.34045224405919655,-53.57314345679011,-0.020885341988986793,20777369.23,20343426.768
kind,totals,persist,8100,954.7520950617285,1340.684469523614,0.37220746690268064,-9.588961728395068,-0.0037382302417696338,20777369.23,20699698.64
league_code,EPL,ema,3775,877.6450773509935,1225.0148410706822,0.34339317970253685,-53.738867019867556,-0.021026222211902347,9648153.67,9445289.446999999
league_code,EPL,persist,3775,963.8694754966887,1355.4769250718355,0.3771299042752497,-11.176452980132442,-0.004372972430071303,9648153.67,9605962.559999999
league_code,GER,ema,3780,842.3065759259259,1172.1260281382329,0.3361287412348897,-51.29955793650794,-0.020471472416263403,9472319.580000002,9278407.251
league_code,GER,persist,3780,924.9008650793652,1283.4253963628455,0.3690886102894767,-8.604161375661379,-0.003433554973026185,9472319.580000002,9439795.85
league_code,SPA,ema,3780,867.7805957671957,1228.9995469136313,0.33839795350638696,-54.10131904761904,-0.021097240174545288,9693352.510000002,9488849.524
league_code,SPA,persist,3780,950.2720608465609,1351.0466036544276,0.37056615719838293,-9.375330687830681,-0.0036559848580191433,9693352.510000002,9657913.76
line_role,near theta,ema,7015,857.1309935851746,1193.7969651774977,0.3411841577725914,-52.08340270848182,-0.020731990815891846,17623250.62,17257885.55
line_role,near theta,persist,7015,943.1371489665003,1321.466184433821,0.37541922558211904,-9.52512045616536,-0.003791509378194528,17623250.62,17556431.9
line_role,wing,ema,4320,871.4041101851852,1233.247745786162,0.336396093042989,-54.60983055555555,-0.021081532007835687,11190575.14,10954660.672
line_role,wing,persist,4320,951.5402384259258,1344.7298599692406,0.36733177504940995,-10.031219907407419,-0.0038724435033819934,11190575.14,11147240.27
matchup,high · balanced,ema,2250,871.1797466666667,1230.7974327164625,0.339843190050597,-49.6323688888889,-0.019361357558535852,5767820.24,5656147.41
matchup,high · balanced,persist,2250,961.5696844444444,1365.3660244086118,0.37510388673278067,-8.426679999999994,-0.0032872088954008717,5767820.24,5748860.209999999
matchup,low · balanced,ema,450,817.2502333333333,1112.3988789628286,0.3189007998434296,-52.852037777777774,-0.020623496247830282,1153219.45,1129436.033
matchup,low · balanced,persist,450,859.9303555555556,1164.4032718649403,0.33555509317849264,-9.290311111111114,-0.0036251903312937515,1153219.45,1149038.81
matchup,mid · away,ema,445,828.1206539325846,1161.9802006705456,0.32149499915005475,-54.830910112359554,-0.021286588272202093,1146250.15,1121850.395
matchup,mid · away,persist,445,926.3172584269663,1276.2296102245602,0.3596171219694061,-12.200853932584272,-0.004736644963579624,1146250.15,1140820.77
matchup,mid · balanced,ema,4050,879.8884054320987,1233.3621378941004,0.34097307049844644,-54.56387209876541,-0.021144512068736767,10451112.86,10230129.178
matchup,mid · balanced,persist,4050,966.2197777777778,1354.1047832682577,0.37442807789179305,-9.949945679012338,-0.0038557884255781857,10451112.86,10410815.58
matchup,mid · home,ema,900,856.284398888889,1222.6219622421402,0.328225618445816,-62.06174555555553,-0.023789122916675173,2347945.79,2292090.219
matchup,mid · home,persist,900,910.9538888888887,1310.5092763035123,0.34918118786720365,-13.706688888888893,-0.005253962869389765,2347945.79,2335609.77
matchup,very_high · away,ema,180,823.0589777777778,1101.9527163609607,0.3654971980926134,-49.634299999999996,-0.022041187896727033,405339.95,396405.77600000007
matchup,very_high · away,persist,180,901.205111111111,1237.2894423258897,0.4001996842403518,-13.130111111111116,-0.005830710740453601,405339.95,402976.5300000001
matchup,very_high · balanced,ema,3060,849.1680826797386,1182.2372033476504,0.3445249301029698,-50.86604869281046,-0.02063740056644835,7542137.32,7386487.211000001
matchup,very_high · balanced,persist,3060,937.5110392156863,1314.225103479444,0.3803674818267563,-8.68850326797386,-0.0035251042074636077,7542137.32,7515550.5
odds_bin,1.50-1.80,ema,1956,848.2891600204499,1175.7718631484522,0.34080265358876816,-59.6868307770961,-0.023979359010844453,4868663.96,4751916.519
odds_bin,1.50-1.80,persist,1956,907.3441155419223,1258.8441094246657,0.36452815486571394,-19.308031697341494,-0.007757058262858772,4868663.96,4830897.449999999
odds_bin,1.80-2.20,ema,1884,886.7983742038217,1246.4044343622536,0.3470618427634831,-48.200006900212294,-0.018863795539791384,4813920.55,4723111.737
odds_bin,1.80-2.20,persist,1884,977.0063800424629,1384.900687500893,0.38236609866774807,-5.976709129511671,-0.0023390747485435986,4813920.55,4802660.43
odds_bin,2.20-3.00,ema,1818,831.8569807480748,1162.8598247720586,0.3310710372596142,-52.59921947194719,-0.020933980903740986,4567950.140000001,4472324.759
odds_bin,2.20-3.00,persist,1818,917.6190649064907,1293.139916911295,0.3652035177424244,-14.157524752475249,-0.005634557998919142,4567950.140000001,4542211.76
odds_bin,<1.50,ema,3508,854.6884273090078,1190.2268871761723,0.33924615596467045,-51.15806812998861,-0.020305853460916123,8837968.98,8658506.476999998
odds_bin,<1.50,persist,3508,941.0271579247433,1313.2908340861834,0.3735160507431425,-5.029398517673884,-0.001996287839426295,8837968.98,8820325.85
odds_bin,>3.00,ema,2169,892.8976247118488,1271.9047603455176,0.3382682937352906,-54.69589672660211,-0.02072117468785994,5725322.130000001,5606686.73
odds_bin,>3.00,persist,2169,987.533928077455,1401.185519022762,0.374120624370877,-8.181396957123102,-0.0030994675228869814,5725322.130000001,5707576.68
phase,1H,ema,3276,1232.3257356532358,1560.277174264339,0.30911921344704085,-359.3856318681319,-0.0901490576989013,13060007.059999999,11882659.73
phase,1H,persist,3276,1369.3619230769232,1757.3802416480912,0.3434936627055698,-209.81335775335776,-0.052630029742112464,13060007.059999999,12372658.5
phase,2H,ema,2014,1408.0298411122146,1775.0816655739284,0.41122945777857584,601.5758202581927,0.17569634616697233,6895838.92,8107412.622
phase,2H,persist,2014,1492.4234061569018,1884.6491122349182,0.43587745811208717,472.68998013902683,0.13805392368416866,6895838.92,7847836.54
phase,prematch,ema,6045,480.45797617866003,609.6106645412756,0.32788158678772683,-105.12918279569891,-0.07174388808550677,8857979.780000001,8222473.869999999
phase,prematch,persist,6045,535.1514524400329,679.4723575903922,0.36520635747037106,-62.002092638544255,-0.04231243006969273,8857979.780000001,8483177.129999999
pool_name,CHLO,ema,3240,847.7175768518518,1177.920518770802,0.3455945648775665,-50.79761820987654,-0.020708997007298002,7947477.27,7782892.987000001
pool_name,CHLO,persist,3240,935.4940432098766,1310.0694372724327,0.38137897058748055,-8.935259259259265,-0.0036426955392851717,7947477.27,7918527.03
pool_name,HDC,ema,3235,835.7148982998455,1180.5979784831995,0.3364091731110253,-51.7270714064915,-0.02082224614484418,8036456.53,7869119.454
pool_name,HDC,persist,3235,925.2763400309119,1304.2234381176625,0.3724612892294211,-10.041112828438957,-0.004041955540821041,8036456.53,8003973.529999999
pool_name,HILO,ema,4860,890.3491833333333,1247.487490437217,0.33726683314954425,-55.423493621399174,-0.020994578897451568,12829891.96,12560533.781000001
pool_name,HILO,persist,4860,967.5907962962962,1360.7118692261117,0.3665261784480373,-10.024763374485591,-0.003797409218401671,12829891.96,12781171.61
quote_age,just moved,ema,11335,862.5707698279664,1208.9842928997768,0.3393245922092367,-53.04627595941773,-0.020867743943766913,28813825.759999998,28212546.222000003
quote_age,just moved,persist,11335,946.3397379797088,1330.380422635726,0.372278260420771,-9.718005293339223,-0.0038229421846826582,28813825.759999998,28703672.169999998
side,away,ema,1615,807.4766990712073,1140.6382706307966,0.33445554482723316,-52.065564705882366,-0.021565472824755585,3899097.77,3815011.883
side,away,persist,1615,880.9362538699692,1237.7953006350613,0.3648823738010551,-10.174000000000008,-0.004214054370839687,3899097.77,3882666.7600000002
side,home,ema,1620,863.8659425925927,1219.1313405284106,0.33825029642824594,-51.38962283950616,-0.020121820182690493,4137358.76,4054107.5710000005
side,home,persist,1620,969.4795740740742,1367.2377880641973,0.37960375232241167,-9.908635802469123,-0.0038797674872168347,4137358.76,4121306.77
side,over,ema,4050,859.3348866666668,1207.4189087917682,0.3411381908772128,-51.03551086419751,-0.020260043106407763,10202042.41,9995348.591
side,over,persist,4050,940.7130172839505,1327.6077896270492,0.3734436269609665,-8.7748938271605,-0.003483451506255824,10202042.41,10166504.09
side,under,ema,4050,887.2581948148148,1232.7234175117833,0.33979050956649304,-56.110776049382714,-0.02148856927714308,10575326.82,10348078.177000001
side,under,persist,4050,968.7911728395062,1353.634829104663,0.37101494041580835,-10.403029629629623,-0.003984015881222624,10575326.82,10533194.55
